
"9.803725ms",
"1.4779ms",
"1.400736ms",
"1.524533ms",
"1.485848ms",
"1.47355ms",
"1.450189ms",
"3.19424ms",
"1.449923ms",
"1.42166ms",
"1.451535ms",
"1.59901ms",
"4.041644ms",
"1.423412ms",
"1.488705ms",
"1.427663ms",
"1.434307ms",
"4.727462ms",
"1.830126ms",
"1.861126ms",
"1.92745ms",
"1.56192ms",
"3.913367ms",
"1.965952ms",
"1.540887ms",
"1.41567ms",
"1.419914ms",
"5.043399ms",
"1.476492ms",
"1.466424ms",
"1.484251ms",
"1.473323ms",
"4.335825ms",
"1.46107ms",
"1.489282ms",
"1.531502ms",
"1.477635ms",
"3.619536ms",
"1.447766ms","1.509383ms",
"1.994174ms",
"1.971756ms",
"1.499395ms",
"1.473878ms",
"4.83704ms",
"1.517135ms",
"1.528317ms",
"1.573625ms",
"1.44203ms",
"1.497915ms",
"3.744075ms",
"1.540143ms",
"1.918897ms",
"1.479018ms",
"1.552394ms",
"1.494795ms",
"3.159057ms",
"1.51713ms",
"1.54372ms",
"1.545709ms",
"1.548849ms",
"1.584232ms",
"3.63797ms",
"1.520795ms",
"1.546827ms",
"1.550421ms",
"1.522423ms",
"1.716876ms",
"8.179232ms",
"3.815469ms",
"1.58268ms",
"1.539924ms",
"2.359212ms",
"1.570333ms",
"1.50156ms",
"2.348598ms",
"1.573606ms",
"1.584725ms",
"1.652094ms",
"1.559498ms",
"1.625972ms",
"3.990694ms",
"1.576447ms",
"1.565603ms",
"1.769294ms",
"1.77577ms",
"1.556002ms","1.589693ms",
"1.604704ms",
"4.441304ms",
"4.578495ms",
"1.582244ms",
"1.79759ms",
"1.637765ms",
"1.633316ms",
"1.60108ms",
"4.286474ms",
"2.587977ms","2.038429ms",
"1.582917ms",
"1.589149ms",
"1.629774ms",
"1.584209ms",
"4.633802ms",
"1.621244ms",
"1.654981ms",
"1.607772ms",
"1.72183ms",
"1.585545ms",
"5.288794ms",
"1.638174ms",
"1.76561ms",
"1.67591ms",
"1.661978ms","1.768656ms",
"2.573046ms",
"3.659686ms",
"2.125143ms",
"2.119537ms",
"1.652293ms","3.760247ms",
"1.786482ms",
"3.490031ms",
"1.673397ms",
"1.639264ms",
"1.64104ms",
"2.083954ms",
"2.115866ms",
"4.42184ms",
"1.705908ms",
"1.702118ms",
"1.696471ms",
"1.67851ms",
"3.464905ms",
"1.696419ms",
"1.691402ms",
"1.727669ms",
"1.727129ms",
"3.200474ms",
"1.747953ms",
"1.696338ms",
"1.692571ms",
"1.657775ms",
"1.714172ms",
"2.126181ms",
"1.813697ms",
"2.437196ms",
"3.412687ms",
"1.785338ms",
"1.799444ms",
"2.229974ms",
"3.417233ms",
"1.70122ms",
"1.791776ms",
"2.162814ms",
"4.214827ms",
"1.755118ms",
"1.899976ms",
"1.776753ms",
"2.43027ms",
"1.765771ms",
"1.7386ms",
"1.763888ms",
"4.291361ms",
"2.247494ms",
"1.825732ms",
"1.797609ms",
"4.211283ms",
"1.725723ms",
"2.275977ms",
"1.762024ms",
"3.716397ms",
"2.004138ms",
"1.751337ms",
"1.779214ms",
"2.238268ms",
"1.78966ms",
"1.853419ms",
"1.774596ms",
"1.805552ms",
"2.178814ms",
"1.849068ms",
"3.592678ms",
"1.831162ms",
"2.323144ms",
"2.250412ms",
"1.914877ms",
"2.256861ms",
"1.816649ms",
"3.599555ms",
"1.811097ms",
"1.830096ms",
"1.772232ms",
"5.378111ms",
"1.894541ms",
"1.837089ms",
"1.870164ms",
"5.252683ms",
"1.939562ms",
"1.858018ms",
"1.824928ms",
"1.813123ms",
"1.955192ms",
"1.778645ms",
"3.580737ms",
"1.798425ms",
"1.834754ms",
"1.826886ms",
"1.803654ms",
"2.401962ms","3.95514ms",
"1.842182ms",
"1.848602ms",
"1.870085ms",
"1.81948ms",
"3.772267ms",
"1.873564ms",
"3.061325ms",
"1.93848ms",
"1.927436ms",
"1.845944ms",
"2.669525ms",
"1.95897ms",
"1.892072ms",
"4.239463ms",
"1.832176ms",
"1.933411ms",
"4.054777ms",
"1.965325ms",
"2.410753ms",
"2.03495ms",
"4.651114ms",
"1.981491ms",
"2.005827ms",
"4.036023ms",
"1.977312ms",
"1.965691ms",
"5.217188ms",
"2.05379ms",
"2.104732ms",
"2.717205ms",
"2.280586ms",
"1.992958ms",
"4.37046ms",
"3.941877ms",
"1.985685ms",
"3.739789ms",
"2.6051ms",
"2.096028ms",
"4.537427ms",
"2.067337ms",
"2.519108ms",
"5.561703ms",
"2.323415ms",
"2.069907ms",
"3.78734ms",
"2.141287ms",
"2.020878ms",
"2.889995ms",
"2.012212ms",
"2.20618ms",
"4.482347ms",
"2.092245ms",
"2.173776ms",
"4.518415ms",
"2.017303ms",
"2.112734ms",
"4.030081ms",
"2.050974ms",
"2.953294ms",
"2.564589ms",
"2.112707ms",
"2.262978ms","1.641282ms",
"2.168802ms",
"2.103287ms",
"2.02632ms",
"2.561007ms",
"2.08805ms",
"3.979555ms",
"2.074837ms",
"2.144699ms",
"4.369841ms",
"2.227881ms",
"2.060605ms",
"8.130409ms",
"2.626502ms",
"2.184609ms",
"2.127258ms",
"3.90105ms",
"2.121163ms",
"2.101503ms",
"3.835956ms",
"2.105532ms",
"2.108195ms",
"2.056216ms",
"2.153378ms",
"2.08919ms",
"3.194656ms",
"4.120609ms",
"2.116178ms",
"2.387998ms",
"5.107702ms",
"2.087447ms",
"2.72073ms",
"2.078316ms",
"2.120277ms",
"2.13547ms",
"3.97198ms",
"2.174184ms",
"2.248165ms",
"2.436034ms",
"2.369564ms",
"2.123714ms",
"4.657695ms",
"2.132287ms",
"2.212581ms",
"7.970489ms",
"2.189593ms",
"2.182808ms",
"3.822464ms",
"2.716308ms",
"2.875778ms",
"2.181492ms",
"2.139846ms",
"3.047266ms",
"2.127432ms",
"2.135568ms",
"4.355178ms",
"2.16893ms",
"2.265267ms",
"3.933873ms",
"2.207053ms",
"2.329508ms",
"2.323087ms",
"2.212203ms",
"5.453222ms",
"2.265354ms",
"2.177417ms",
"4.478371ms",
"2.220542ms",
"2.261356ms",
"2.888521ms",
"3.61755ms",
"3.577515ms",
"2.211843ms","1.576168ms",
"2.520735ms",
"2.204434ms",
"3.104856ms",
"2.261429ms",
"2.217921ms",
"2.800209ms","2.929786ms",
"2.226231ms",
"2.670391ms",
"4.422629ms",
"2.232157ms","1.649361ms",
"2.382972ms",
"2.249555ms",
"2.267911ms","1.534675ms",
"2.231637ms",
"2.388475ms",
"2.303027ms",
"4.432504ms",
"2.296698ms",
"2.241995ms",
"2.211553ms",
"2.316307ms",
"2.384775ms",
"3.755032ms",
"2.746639ms",
"2.259524ms",
"2.21711ms",
"2.238422ms",
"4.341877ms",
"2.357124ms",
"2.301394ms",
"4.202338ms",
"3.087713ms",
"2.261819ms",
"3.002798ms",
"2.561002ms",
"2.58525ms",
"2.316761ms",
"2.23774ms",
"3.834366ms",
"2.775249ms",
"2.358331ms",
"2.361127ms",
"2.431105ms",
"5.274997ms",
"2.788731ms","1.533864ms",
"2.583572ms",
"2.214876ms",
"2.429884ms",
"4.453605ms",
"2.291268ms",
"2.329569ms",
"2.353919ms",
"2.310611ms",
"3.916389ms",
"2.381379ms",
"2.26815ms",
"2.346664ms",
"2.493796ms",
"3.572561ms",
"2.350414ms",
"5.005092ms",
"2.770162ms",
"2.325384ms",
"2.323375ms",
"2.30212ms",
"5.472151ms",
"2.55077ms",
"2.34ms",
"2.552958ms",
"2.38296ms",
"8.862151ms",
"2.39421ms",
"2.953964ms",
"2.399162ms",
"2.362685ms",
"2.35692ms","1.524456ms",
"2.349625ms",
"2.351037ms",
"2.438919ms",
"3.948545ms",
"2.886458ms","1.521911ms",
"2.378152ms",
"2.343187ms",
"2.390133ms",
"4.851336ms",
"2.39137ms",
"2.361646ms",
"2.563457ms",
"2.376188ms",
"5.067159ms",
"2.559532ms",
"2.462507ms",
"2.412832ms",
"2.369457ms",
"4.551321ms",
"2.411218ms",
"2.335343ms",
"2.450733ms",
"4.139185ms",
"5.543798ms",
"5.256685ms",
"3.941369ms",
"2.4004ms",
"3.926942ms",
"2.440378ms",
"4.87773ms",
"2.458454ms",
"2.419019ms",
"2.438534ms",
"2.422588ms",
"4.811849ms",
"2.38206ms",
"4.045464ms",
"2.50826ms",
"6.19806ms",
"2.422977ms",
"2.500734ms",
"2.469116ms",
"2.406065ms",
"6.474391ms",
"3.263574ms",
"2.447231ms",
"2.46866ms",
"2.480303ms",
"5.28568ms",
"2.380922ms",
"2.868962ms",
"2.508048ms",
"2.454667ms",
"2.463757ms",
"2.568976ms",
"2.560937ms",
"3.005233ms",
"2.45604ms",
"2.456858ms",
"2.490497ms",
"2.512413ms",
"2.473693ms",
"2.455111ms",
"2.546922ms",
"3.085144ms",
"3.013442ms",
"3.002111ms",
"10.14399ms",
"2.576543ms",
"5.600474ms",
"2.601949ms",
"2.507292ms",
"2.491062ms",
"2.544095ms",
"2.451361ms",
"2.503333ms",
"5.347063ms",
"2.499598ms",
"4.413895ms",
"2.610803ms",
"2.503232ms",
"2.59197ms",
"2.524119ms",
"2.524633ms",
"2.480382ms",
"2.491534ms",
"4.19977ms",
"3.042133ms",
"4.222556ms",
"4.216417ms",
"3.33407ms",
"4.23944ms",
"4.216595ms",
"4.743631ms",
"2.587936ms",
"2.477372ms",
"2.629677ms",
"2.565679ms",
"2.600434ms",
"2.58689ms",
"2.550712ms",
"2.617343ms",
"2.580732ms",
"2.631622ms",
"2.505127ms",
"2.68896ms",
"2.561256ms",
"2.579111ms",
"2.614103ms",
"2.575411ms",
"2.577139ms",
"3.291003ms","1.549651ms",
"2.53494ms",
"2.59559ms",
"5.581936ms",
"3.136323ms",
"5.077437ms",
"2.554565ms",
"4.746887ms",
"2.661363ms",
"4.269259ms",
"4.273422ms",
"2.534154ms",
"3.344577ms",
"2.616648ms",
"2.636101ms",
"2.63696ms",
"2.661002ms",
"2.599824ms",
"2.578427ms",
"2.623706ms",
"2.631519ms",
"3.317212ms",
"2.680871ms",
"2.572085ms",
"2.715728ms",
"2.63933ms",
"2.696109ms",
"2.750118ms",
"3.228447ms",
"2.64974ms",
"2.6406ms",
"2.596978ms",
"2.577199ms",
"2.642763ms",
"3.154944ms",
"2.638873ms",
"2.651296ms",
"2.630407ms",
"4.411749ms",
"2.652587ms",
"3.964973ms",
"2.718037ms",
"3.01778ms",
"2.65378ms",
"2.623024ms",
"3.225315ms",
"2.645337ms",
"2.673149ms",
"4.8079ms",
"2.670773ms",
"4.053517ms",
"2.642333ms",
"2.67247ms",
"3.414956ms",
"2.662052ms",
"2.683694ms",
"2.664168ms",
"2.67648ms",
"2.744232ms",
"3.248057ms",
"2.678568ms",
"3.301702ms",
"2.648774ms",
"2.798408ms",
"2.703019ms",
"2.694499ms",
"3.762101ms",
"3.39107ms",
"2.66215ms",
"2.7087ms",
"3.407674ms",
"2.681359ms",
"2.674737ms",
"2.850608ms",
"2.770724ms",
"3.272871ms",
"2.738666ms",
"2.716602ms",
"2.77522ms",
"2.739832ms",
"2.735096ms",
"2.744626ms",
"2.694054ms",
"2.787644ms",
"2.774996ms",
"2.765091ms",
"2.735353ms",
"2.791392ms",
"2.793199ms","1.582065ms",
"3.360601ms",
"2.736405ms",
"2.718962ms",
"2.760681ms",
"2.76196ms",
"2.996687ms",
"2.768308ms",
"2.87065ms",
"3.364309ms",
"2.77161ms",
"2.926732ms",
"3.232459ms",
"2.723947ms",
"2.793407ms",
"2.932157ms",
"2.807464ms",
"2.859666ms",
"2.934726ms",
"4.667753ms",
"2.845633ms",
"2.879002ms",
"3.295219ms",
"2.793341ms",
"2.816307ms",
"4.648298ms",
"4.891483ms",
"2.79661ms",
"5.241533ms",
"2.81256ms",
"2.80197ms",
"2.81232ms",
"5.521551ms",
"2.81764ms",
"2.799138ms",
"2.840551ms",
"2.776427ms",
"4.02562ms",
"3.397659ms",
"4.039667ms",
"3.121687ms",
"2.76094ms",
"2.881173ms",
"2.806444ms",
"2.822599ms",
"2.863825ms",
"2.813354ms",
"2.784852ms",
"2.81377ms",
"3.09876ms","4.082454ms",
"3.316512ms",
"7.487511ms",
"2.900967ms",
"5.409555ms",
"2.867684ms",
"5.210562ms",
"2.992101ms",
"5.056631ms",
"3.090545ms",
"3.80134ms",
"3.754395ms",
"5.649871ms",
"2.806929ms",
"3.401858ms",
"2.800707ms",
"2.818473ms","2.476321ms",
"3.406916ms",
"3.302328ms",
"5.489307ms",
"2.914283ms",
"2.742352ms",
"2.796705ms",
"2.80527ms",
"2.81617ms",
"2.78467ms",
"3.650529ms",
"2.850542ms",
"2.863712ms",
"2.789087ms",
"2.842304ms",
"2.949622ms",
"2.802944ms",
"2.921574ms",
"2.892578ms",
"2.903814ms",
"3.464249ms",
"3.024368ms",
"3.094206ms",
"3.492812ms",
"2.77539ms",
"4.658926ms",
"6.056433ms",
"2.931991ms",
"2.811944ms",
"2.843877ms",
"2.784916ms",
"3.168563ms",
"2.843466ms",
"6.251583ms",
"2.852533ms",
"2.843464ms",
"2.827124ms",
"2.985626ms",
"2.806128ms",
"2.812245ms",
"4.369951ms",
"2.824825ms",
"2.836232ms",
"2.900821ms",
"2.884586ms",
"2.868589ms",
"3.196594ms",
"3.539438ms",
"3.008462ms",
"2.937017ms",
"2.890995ms",
"3.275521ms",
"2.708116ms",
"2.935684ms",
"2.772232ms",
"2.835181ms",
"2.882383ms",
"5.586617ms",
"2.85393ms",
"2.791078ms",
"2.886033ms","3.56363ms",
"2.771863ms",
"2.950631ms",
"2.797288ms",
"4.491994ms",
"2.812054ms",
"2.781676ms",
"2.921829ms",
"2.834123ms",
"3.311358ms",
"2.991976ms","1.864012ms",
"3.396406ms",
"2.823198ms",
"5.127838ms",
"2.841383ms",
"2.806876ms",
"2.868942ms",
"2.873684ms",
"2.901232ms",
"2.959786ms",
"2.953663ms",
"3.640286ms",
"2.757289ms",
"2.807158ms",
"4.984541ms",
"2.868566ms",
"2.754955ms",
"2.797895ms",
"4.618848ms",
"2.801691ms",
"2.80099ms",
"6.029829ms",
"2.80955ms",
"4.859132ms",
"2.91401ms",
"2.746277ms",
"2.728132ms",
"2.812901ms",
"6.162372ms",
"4.685151ms",
"2.913839ms",
"2.854201ms",
"2.794873ms",
"2.801208ms",
"2.850242ms","1.744709ms",
"4.657655ms",
"2.852731ms",
"2.938082ms",
"2.805775ms","2.155345ms",
"2.832018ms",
"2.83647ms",
"2.824043ms","3.230879ms",
"2.817289ms",
"2.760935ms",
"2.777438ms",
"2.758679ms",
"2.984227ms",
"2.883583ms",
"6.524816ms",
"3.406769ms",
"3.461934ms",
"3.099612ms",
"2.820714ms",
"2.773815ms","1.70432ms",
"2.678048ms",
"6.972648ms",
"2.746226ms",
"2.738828ms",
"2.738044ms",
"3.160387ms","2.150099ms",
"2.761497ms",
"2.759174ms",
"6.50635ms",
"2.772978ms",
"4.994101ms",
"2.744552ms",
"2.778392ms","9.300575ms",
"2.732651ms",
"2.953172ms",
"3.486296ms",
"3.441792ms",
"2.79019ms",
"2.907963ms",
"3.422996ms",
"5.256815ms",
"2.825113ms",
"2.789306ms",
"3.198655ms",
"2.939956ms",
"2.897612ms",
"2.8277ms",
"2.810755ms",
"5.046826ms",
"2.837778ms",
"2.820169ms",
"2.735796ms",
"2.773039ms",
"3.514595ms",
"2.767161ms",
"2.79346ms",
"3.395253ms",
"2.812445ms",
"6.602236ms",
"2.856571ms",
"2.777482ms",
"2.854625ms",
"2.841227ms",
"5.09991ms",
"2.755078ms",
"2.879537ms",
"3.412508ms",
"2.788318ms",
"5.21433ms",
"2.794268ms",
"2.719731ms",
"4.719554ms",
"2.817405ms",
"2.815182ms",
"7.209078ms",
"2.85841ms",
"2.795336ms",
"2.816598ms",
"3.503817ms",
"3.211037ms",
"2.729502ms",
"2.834367ms",
"2.779648ms",
"2.840511ms",
"2.756772ms",
"2.711455ms",
"5.556654ms",
"2.689573ms",
"2.7667ms",
"2.803983ms",
"2.825545ms",
"2.781639ms",
"2.744207ms",
"2.7685ms",
"6.075733ms",
"2.833032ms",
"2.73306ms",
"2.959449ms",
"2.78663ms",
"6.173843ms",
"2.809403ms",
"2.892298ms",
"2.782356ms",
"2.899036ms",
"6.45134ms",
"3.299867ms",
"3.397093ms",
"2.70853ms",
"2.745223ms",
"3.317658ms",
"2.769178ms",
"2.763318ms",
"4.510395ms",
"3.399476ms",
"2.767462ms",
"4.737331ms",
"2.743343ms",
"2.844848ms",
"4.11611ms",
"3.429005ms",
"2.739663ms",
"4.994535ms",
"3.286571ms",
"3.406121ms",
"2.75973ms",
"2.798912ms",
"2.786703ms",
"2.810116ms",
"2.757372ms",
"7.512626ms",
"2.799544ms",
"2.815802ms",
"2.796786ms",
"2.983294ms",
"3.303562ms",
"4.997657ms",
"2.855032ms",
"2.714434ms",
"6.074451ms",
"2.778688ms",
"3.244685ms",
"2.912931ms",
"3.337051ms",
"3.092785ms",
"2.764333ms",
"2.754177ms",
"2.803875ms",
"2.871123ms",
"2.793569ms",
"2.779532ms",
"3.076823ms",
"2.890058ms",
"3.97863ms",
"2.92823ms",
"2.776252ms",
"5.746222ms",
"2.787286ms",
"4.596573ms",
"2.798796ms",
"2.771912ms",
"2.889149ms",
"2.800105ms",
"4.549243ms",
"5.965914ms",
"2.803588ms",
"2.752022ms",
"2.676319ms",
"2.717965ms",
"2.809783ms",
"2.702165ms",
"2.737546ms",
"4.874696ms",
"2.855464ms",
"3.390976ms",
"2.748338ms",
"2.767948ms",
"2.80735ms",
"3.405438ms",
"2.76823ms",
"3.869596ms",
"2.786325ms",
"2.762348ms",
"3.424228ms",
"2.876767ms",
"2.797093ms",
"2.822524ms",
"2.793907ms",
"5.051382ms",
"2.88203ms",
"4.624049ms",
"4.349359ms",
"4.67612ms",
"2.825521ms",
"3.481762ms",
"2.790867ms",
"2.894163ms",
"4.087998ms",
"2.735924ms",
"3.659659ms",
"6.167979ms",
"2.82803ms",
"2.791642ms",
"2.759032ms",
"2.849896ms",
"2.719149ms",
"2.752918ms",
"4.567969ms",
"2.771646ms",
"3.321864ms",
"2.915417ms",
"4.064015ms",
"2.750129ms",
"3.553998ms",
"5.272802ms",
"2.798408ms",
"2.794137ms",
"4.766696ms",
"3.509984ms",
"2.714032ms",
"4.29511ms",
"2.717773ms",
"2.730024ms",
"6.15626ms",
"2.767741ms",
"2.841815ms",
"2.835139ms",
"2.77889ms",
"2.78603ms",
"2.716417ms",
"2.78877ms",
"2.751029ms",
"2.849486ms",
"2.888278ms",
"2.890149ms",
"2.802407ms",
"3.355176ms",
"2.753468ms",
"4.658109ms",
"2.909797ms",
"5.895109ms",
"2.811531ms",
"2.736821ms",
"5.371742ms",
"2.777564ms",
"2.787767ms",
"4.337877ms",
"2.991198ms",
"2.726404ms",
"4.213062ms",
"2.735587ms",
"2.844098ms",
"2.855532ms",
"2.713387ms",
"2.691177ms",
"3.014977ms",
"2.735123ms",
"2.756715ms",
"3.449144ms",
"2.92356ms",
"3.542902ms",
"2.795191ms",
"3.340928ms",
"3.3731ms",
"2.718945ms",
"2.853894ms",
"2.794714ms",
"2.787312ms",
"2.796697ms",
"3.787229ms",
"3.441048ms",
"2.820467ms",
"4.712779ms",
"3.016775ms",
"2.859788ms",
"2.900396ms",
"4.520456ms",
"2.737785ms",
"3.147615ms",
"4.363602ms",
"2.772132ms",
"5.965625ms",
"4.738271ms",
"2.759286ms",
"2.771649ms",
"5.999575ms",
"2.745042ms",
"3.336469ms",
"6.506077ms",
"2.757476ms",
"2.787885ms",
"6.093024ms",
"3.859681ms",
"2.852028ms",
"2.796075ms",
"3.519281ms",
"6.121112ms",
"2.821309ms",
"3.54113ms",
"2.85378ms",
"2.672301ms",
"2.768746ms",
"2.863893ms",
"3.005278ms",
"2.927328ms",
"2.770889ms",
"2.834456ms",
"2.743077ms",
"2.737969ms",
"2.904571ms",
"2.707684ms",
"3.514962ms",
"2.75378ms",
"3.346497ms",
"3.159413ms",
"3.389737ms",
"3.380497ms",
"2.75933ms",
"2.731901ms",
"2.785574ms",
"2.776607ms",
"2.912287ms",
"2.81342ms",
"2.860863ms",
"2.794787ms",
"2.812239ms",
"2.860544ms",
"2.744847ms",
"2.740057ms",
"2.765108ms",
"2.793119ms",
"2.810128ms",
"2.734404ms",
"3.398072ms",
"2.794467ms",
"2.676837ms",
"2.786002ms",
"2.7427ms",
"2.780972ms",
"2.722681ms",
"2.742932ms",
"2.785535ms",
"2.82634ms",
"2.821ms",
"2.754237ms",
"2.812781ms",
"2.786882ms",
"2.796124ms",
"2.725975ms",
"2.73599ms",
"2.827199ms",
"2.750126ms",
"2.816185ms",
"2.770448ms",
"3.965266ms",
"2.820492ms",
"2.808021ms",
"2.708738ms",
"2.772582ms",
"2.687008ms",
"5.682047ms",
"2.728774ms",
"2.775989ms",
"2.70475ms",
"3.10348ms",
"3.054422ms",
"3.107802ms",
"2.778884ms",
"2.785373ms",
"2.732024ms",
"2.829501ms",
"2.726347ms",
"2.763926ms",
"2.766683ms",
"2.853668ms",
"3.743831ms",
"3.40419ms",
"2.806508ms",
"2.783486ms",
"2.828729ms",
"2.745452ms",
"2.763356ms",
"2.811383ms",
"2.890929ms",
"2.760347ms",
"3.385149ms",
"4.973909ms",
"3.526194ms",
"2.731007ms",
"2.835583ms",
"2.733006ms",
"2.725406ms",
"2.860993ms",
"2.903412ms",
"2.766921ms",
"2.728368ms",
"2.686298ms",
"3.420183ms",
"2.754208ms",
"3.26774ms",
"2.783898ms",
"2.744796ms",
"2.772766ms",
"3.115259ms",
"3.430765ms",
"3.372804ms",
"2.845181ms",
"3.41906ms",
"2.827642ms",
"5.085036ms",
"3.376144ms",
"3.350627ms",
"5.56391ms",
"2.784077ms",
"2.739877ms",
"3.233037ms",
"4.512839ms",
"2.721131ms",
"2.792757ms",
"2.729313ms",
"2.823056ms",
"3.506905ms","1.033769ms",
"2.754764ms",
"3.015801ms",
"3.508539ms",
"4.947268ms",
"2.908844ms",
"2.753833ms",
"4.310031ms",
"2.730343ms",
"2.691477ms",
"3.378161ms",
"2.82977ms",
"3.328536ms",
"2.781833ms",
"3.509495ms","1.349041ms",
"2.755644ms",
"2.763501ms",
"2.772798ms",
"2.747584ms",
"3.43998ms",
"4.926419ms",
"2.76427ms",
"2.80857ms",
"2.751412ms",
"2.719965ms",
"2.690909ms",
"3.000146ms",
"2.754439ms",
"2.71466ms",
"4.499754ms",
"2.719878ms",
"2.764675ms",
"2.728871ms",
"7.485951ms",
"2.754607ms",
"2.747529ms",
"2.720718ms",
"2.774733ms",
"2.836951ms",
"2.731162ms",
"4.566246ms",
"2.739353ms",
"2.72671ms",
"2.758334ms",
"2.746256ms",
"3.325167ms","3.549442ms",
"2.744484ms",
"2.786544ms",
"2.753381ms",
"4.728979ms",
"2.782937ms",
"2.712803ms",
"2.75441ms",
"2.689206ms",
"2.766465ms",
"3.415544ms",
"2.746128ms",
"2.725575ms",
"2.814295ms",
"2.734467ms",
"2.726701ms",
"2.720292ms",
"5.664906ms",
"3.350636ms",
"2.808528ms",
"2.752681ms",
"2.771286ms",
"2.79798ms",
"2.818617ms",
"3.206356ms",
"2.773278ms",
"2.724078ms",
"5.463835ms",
"2.725094ms",
"3.412889ms",
"2.761323ms",
"2.732227ms",
"2.758603ms",
"2.720842ms",
"2.753873ms",
"2.841858ms",
"2.786449ms",
"6.376345ms",
"2.762924ms",
"2.830205ms",
"2.770702ms",
"2.778472ms",
"4.540755ms",
"2.810829ms",
"2.823909ms",
"2.761117ms",
"2.742861ms",
"4.659275ms",
"2.826049ms",
"2.774893ms",
"3.461291ms",
"8.704789ms",
"2.763865ms",
"2.752307ms",
"6.523304ms",
"2.737861ms",
"2.786163ms",
"2.777739ms",
"2.829708ms",
"2.785054ms",
"3.119669ms",
"2.988279ms",
"2.77128ms",
"2.767813ms",
"4.869168ms",
"2.785775ms",
"4.618498ms",
"2.784185ms",
"2.764366ms",
"3.155871ms",
"2.802765ms",
"4.99659ms",
"2.870439ms",
